Funding Org:Name,Grant Programme:Code,Grant Programme:Title,Aims and objectives,Value per year,Start Date,End Date,Duration Numeric,Allocation Method,Recipient Sector,COFOG L0 Long Name
Home Office,SCH-000003225,Modern Slavery Helpline_16-17,"1.What this grant stream covers; The grant will provide a helpline offering one consistent telephone number for individuals who may be potential victims, and for the public to call if they have concerns about someone who may be a victim of modern slavery. The helpline will also provide information and general advice about slavery. The helpline will augment and support the governments marketing campaign to raise awareness of the issue and drive the audience to this dedicated national helpline, which will provide victims and the general public with an easily accessible reference point 2.What outcomes are being sought. This should include details of: 1.How the outcomes align to the HO strategic priorities; A strategic objective for the Home Office is to cut crime by; ?Leading cross-government action to tackle under reported crimes, particularly modern slavery, child sexual exploitation, domestic violence, FGM and forced marriage? 2.How this grant stream fits into the relevant group?s, or unit?s policy context; CPFG 2015-16 current priorities include ? ? lead work to prevent crime and ensure vulnerable victims of crime are supported? 3.How (where applicable) the grant stream complements/ or interplays with other existing activity. The helpline is in alignment with the Home Office?s broader Modern Slavery programme and is intended to provide support for the Department?s marketing campaign to raise awareness of modern slavery by providing victims and the general public with an easily accessible reference point.","15,000",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,3. Public order and safety
Home Office,SCH-000001903,Barnados - Cedars Pre-departure Services 2016-17,To stop the detention of children prior to immigration removal,"887,536",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,1. General public services
Home Office,SCH-000003060,Amiens Agreement Security Funding for Dunkerque Port 2016-17,Reduce Illegal Migration to UK,"2,380,000",01/04/16,31/03/17,1,General Grants - Un-competed,International,1. General public services
Home Office,SCH-000003058,Additional Port Security for Calais Port 2016-17,Reduce Illegal Migration to UK,"1,996,000",01/04/16,31/03/17,1,General Grants - Un-competed,International,1. General public services
Home Office,SCH-000003061,ET PCS Control Room 2016-17,Reduce Illegal Migration to UK,"1,900,000",01/04/16,31/03/17,1,General Grants - Un-competed,International,1. General public services
Home Office,SCH-000003059,Amiens Agreement Security Funding for Calais Port 2016-17,Reduce Illegal Migration to UK,"3,742,000",01/04/16,31/03/17,1,General Grants - Un-competed,International,1. General public services
Ministry of Defence,SCH-000002982,Armed Forces Covenant 2016-2017,Strengthening Local Government Delivery of the Covenant,"3,266,550",01/11/16,31/10/19,3,General Grants - Un-competed,Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies,6. Housing and community amenities
Ministry of Defence,SCH-000003270,Aged Veterans Fund 2016-2017,"The Grant will fund projects that support non-core health, wellbeing and social care needs for older veterans (born before 1 January 1950) including surviving World War 2 veterans, those who undertook National Service and other voluntary enlisted veterans who may need some focused support in relation to their health and social care needs. The type of projects may include: a) practical support and companionship to improve older veterans wellbeing. b) the provision of services to assist individuals in the completion of personal paperwork. c) projects to build or enhance access to centres where elderly veterans can meet and avoid isolation. d) the promotion of education of aged veterans needs.","4,457,288",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,2. Defence
Ministry of Defence,SCH-000000543,Armed Forces Covenant 2015-2016,"""The Armed Forces Covenant aims to: 1) the Armed Forces Covenant defines the enduring, general principles that should govern the relationship between the Nation, the Government and the Armed Forces community. 2) It aims to encourage all parties within a community to offer support to the local Armed Forces community and make it easier for Service personnel, families and veterans to access the help and support available from the MOD, from statutory providers and from the Charitable and Voluntary Sector. These organisations already work together in partnership at local level. 3) the scheme is intended to be a two-way arrangement and the Armed Forces community are encouraged to do as much as they can to support their community and promote activity which integrates the Service community into civilian life.""","2,458,557",01/12/15,30/11/19,4,General Grants - Competed,Civil Society,6. Housing and community amenities
Ministry of Defence,SCH-000003103,Armed Forces Day 2016-2017,Delivery of events in support of Armed Forces day. Specific outputs as defined in Grant application,"312,297",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,2. Defence
Ministry of Defence,SCH-000003104,Education & Training 2016-2017,Service Education and Training,0,01/04/16,31/03/17,1,General Grants - Un-competed,Public Organisations,9. Education
Ministry of Justice,SCH-000003532,Supported Child Contact Centres (SCCC),Helping children of separated parents remain in safe and beneficial contact with the non resident parent during the resolution of a parental dispute.,"450,000",01/04/16,31/03/17,1,General Grants - Criteria Based,Civil Society,10. Social protection
Ministry of Justice,SCH-000003454,Circles UK,"To make a financial contribution to Circles UK in order for them to provide oversight, training, quality standards and advice to individuals Circles of Support for high risk sex offenders who are subject to a Community Order or Licence.","112,000",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,3. Public order and safety
Ministry of Justice,SCH-000003455,Lucy Faithful Foundation - Stop it Now,To make a financial contribution to telephone help lines that provide confidential advice and support for people who think they might commit a sexual offence against a child.,"220,000",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,3. Public order and safety
Ministry of Justice,SCH-000003471,National Association of Child Contact Centres (NACCC),"For the purpose of the provision of services and connected activities in relation to the setting and review of standards for child contact centres, their accreditation and re-accreditation, and the provision of training and support to those centres.","170,000",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,10. Social protection
