Funding Org:Name,Grant Programme:Code,Grant Programme:Title,Aims and objectives,Value per year,Start Date,End Date,Duration Numeric,Allocation Method,Recipient Sector,COFOG L0 Long Name
Department for International Development,SCH-000002306,Green Mini Grids - Tanzania,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"8,000,000",31/10/14,30/10/19,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002307,"Green Mini-Grids Africa Regional Facility for Market Preparation, Evidence and Policy Development",To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,000,000",03/04/14,02/04/19,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002308,Green Mini-Grids Kenya,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"6,000,000",31/10/14,30/10/19,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002309,Growth and Economic Opportunities for Women,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"500,000",01/06/13,31/05/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002310,GROWTH AND LABOUR MARKETS IN LOW INCOME COUNTRIES PROGRAMME,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,666,667",01/06/11,31/05/17,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002312,Harnessing Innovation for Financial Inclusion (HiFi),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,179,167",17/01/13,16/01/19,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002313,Harnessing Non-State Actors for Better Health for the Poor (HANSHEP),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"4,218,276",01/04/11,31/03/19,8,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002345,Improving educational opportunities for children in sub-Saharan Africa,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,514,286",05/03/15,04/03/22,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002347,Improving Rural Access in Tanzania,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,093,803",01/12/12,30/11/18,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002348,Improving Security & Access to Justice in the Occupied Palestinian Territories,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"5,394,000",01/04/15,31/03/17,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002349,Improving Solid Waste Management,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"407,500",01/04/13,31/03/17,4,General Grants - Un-competed,International,1. General public services
